training_id,employee_id,training_name,training_category,training_date,training_score,certification_status
1565,1656,Presentation Mastery,Soft Skills,2024-01-02,79.0,Certified
1566,1656,Machine Learning Operations,Technical,2025-08-31,76.7,Certified
1567,1656,Anti-Bribery & Compliance,Compliance,2025-09-29,88.3,Certified
1568,1656,Time Management,Soft Skills,2024-03-06,82.9,In Progress
1569,1656,Data Visualization with BI Tools,Technical,2025-05-02,87.2,Certified
1570,1657,HR Business Partnering,Leadership,2023-12-13,78.6,In Progress
1571,1657,Time Management,Soft Skills,2023-03-04,87.4,Certified
1572,1657,Negotiation Skills,Soft Skills,2025-09-23,88.6,Certified
1573,1658,Anti-Bribery & Compliance,Compliance,2023-03-23,91.1,Certified
1574,1660,Cloud Architecture Fundamentals,Technical,2024-12-18,74.3,Certified
1575,1660,Data Privacy Essentials,Compliance,2023-12-18,75.3,In Progress
1576,1661,Negotiation Skills,Soft Skills,2025-08-03,78.7,In Progress
1577,1661,Data Privacy Essentials,Compliance,2023-03-02,74.5,Certified
1578,1662,Machine Learning Operations,Technical,2025-06-21,99.0,Certified
1579,1663,Time Management,Soft Skills,2025-02-20,80.8,Certified
1580,1663,Data Privacy Essentials,Compliance,2023-02-20,66.7,Not Certified
1581,1664,Machine Learning Operations,Technical,2024-09-09,93.6,Certified
1582,1664,Coaching for Managers,Leadership,2024-04-13,83.5,In Progress
1583,1664,HR Business Partnering,Leadership,2023-08-21,80.1,Certified
1584,1664,Data Visualization with BI Tools,Technical,2025-03-05,75.6,Certified
1585,1665,Cloud Architecture Fundamentals,Technical,2025-08-29,77.6,In Progress
1586,1665,Workplace Safety,Compliance,2024-12-10,93.2,In Progress
1587,1665,Effective Communication,Soft Skills,2023-10-30,78.0,Certified
1588,1666,Anti-Bribery & Compliance,Compliance,2025-07-24,76.9,Certified
1589,1666,Presentation Mastery,Soft Skills,2024-11-08,78.7,Certified
1590,1666,Cloud Architecture Fundamentals,Technical,2023-04-16,78.9,Certified
1591,1666,HR Business Partnering,Leadership,2024-10-04,80.9,In Progress
1592,1666,Coaching for Managers,Leadership,2023-01-23,81.6,Certified
1593,1668,Data Privacy Essentials,Compliance,2024-08-15,93.0,Certified
1594,1668,HR Business Partnering,Leadership,2023-03-09,80.9,Certified
1595,1668,Time Management,Soft Skills,2023-05-12,77.5,Certified
1596,1669,Coaching for Managers,Leadership,2025-09-10,86.3,Certified
1597,1669,Leading Through Change,Leadership,2025-09-17,65.2,Not Certified
1598,1670,Time Management,Soft Skills,2023-01-02,69.1,Not Certified
1599,1670,Cloud Architecture Fundamentals,Technical,2024-01-06,77.8,Certified
1600,1670,HR Business Partnering,Leadership,2023-08-23,88.4,Certified
1601,1670,Data Privacy Essentials,Compliance,2023-12-25,79.8,In Progress
1602,1670,Workplace Safety,Compliance,2024-10-28,99.0,Certified
1603,1671,Time Management,Soft Skills,2023-10-09,82.9,Certified
1604,1673,Effective Communication,Soft Skills,2025-05-23,87.3,In Progress
1605,1673,Advanced System Design,Technical,2024-08-28,80.2,Certified
1606,1673,Data Privacy Essentials,Compliance,2024-09-16,79.5,Certified
1607,1673,Time Management,Soft Skills,2024-07-06,78.5,In Progress
1608,1674,Negotiation Skills,Soft Skills,2025-01-30,77.3,Certified
1609,1674,HR Business Partnering,Leadership,2023-06-09,55.3,Not Certified
1610,1674,Leading Through Change,Leadership,2023-03-17,86.6,Certified
1611,1675,Time Management,Soft Skills,2025-09-22,73.1,Certified
1612,1675,Machine Learning Operations,Technical,2023-11-24,89.1,Certified
1613,1675,Cloud Architecture Fundamentals,Technical,2025-02-24,81.5,Certified
1614,1676,Anti-Bribery & Compliance,Compliance,2023-03-01,95.7,In Progress
1615,1676,Advanced System Design,Technical,2024-09-28,80.7,Certified
1616,1677,Negotiation Skills,Soft Skills,2024-10-15,83.4,Certified
1617,1677,Effective Communication,Soft Skills,2023-07-09,78.5,Certified
1618,1678,Cloud Architecture Fundamentals,Technical,2023-05-14,84.4,Certified
1619,1678,HR Business Partnering,Leadership,2025-09-07,74.1,Certified
1620,1679,Workplace Safety,Compliance,2023-02-11,85.9,In Progress
1621,1679,Data Privacy Essentials,Compliance,2024-03-27,70.9,Certified
1622,1679,Advanced System Design,Technical,2024-05-21,83.3,In Progress
1623,1679,HR Business Partnering,Leadership,2024-09-27,79.5,Certified
1624,1680,Coaching for Managers,Leadership,2025-04-10,77.9,Certified
1625,1680,Data Visualization with BI Tools,Technical,2023-04-21,74.5,Certified
1626,1680,Presentation Mastery,Soft Skills,2024-06-03,81.1,Certified
1627,1681,Anti-Bribery & Compliance,Compliance,2023-04-14,89.4,Certified
1628,1681,Effective Communication,Soft Skills,2025-04-02,94.5,In Progress
1629,1681,Workplace Safety,Compliance,2023-06-19,85.3,Certified
1630,1681,Cloud Architecture Fundamentals,Technical,2025-08-08,80.1,In Progress
1631,1681,Data Privacy Essentials,Compliance,2025-09-07,78.7,In Progress
1632,1683,Effective Communication,Soft Skills,2023-03-14,97.3,Certified
1633,1683,Data Visualization with BI Tools,Technical,2023-03-14,90.6,Certified
1634,1683,Time Management,Soft Skills,2024-10-18,80.7,Certified
1635,1684,Anti-Bribery & Compliance,Compliance,2024-09-23,78.2,Certified
1636,1685,Effective Communication,Soft Skills,2024-10-07,88.9,Certified
1637,1685,Machine Learning Operations,Technical,2025-04-01,85.7,Certified
1638,1685,Anti-Bribery & Compliance,Compliance,2025-03-15,83.2,Certified
1639,1685,Coaching for Managers,Leadership,2023-11-12,91.1,In Progress
1640,1686,Time Management,Soft Skills,2023-02-27,84.5,In Progress
1641,1686,Workplace Safety,Compliance,2025-08-22,82.9,Certified
1642,1686,Leading Through Change,Leadership,2023-08-21,74.6,Certified
1643,1687,Negotiation Skills,Soft Skills,2023-04-08,91.9,Certified
1644,1687,Advanced System Design,Technical,2023-12-05,72.0,Certified
1645,1688,Anti-Bribery & Compliance,Compliance,2024-12-26,80.9,Certified
1646,1688,Coaching for Managers,Leadership,2023-10-21,73.1,In Progress
1647,1688,Workplace Safety,Compliance,2023-07-03,75.6,Certified
1648,1688,Data Visualization with BI Tools,Technical,2025-07-21,69.3,In Progress
1649,1688,Cloud Architecture Fundamentals,Technical,2023-07-19,71.1,Certified
1650,1690,Leading Through Change,Leadership,2025-02-16,80.9,Certified
1651,1690,Cloud Architecture Fundamentals,Technical,2025-05-29,84.7,Certified
1652,1690,Negotiation Skills,Soft Skills,2024-03-31,72.4,Certified
1653,1691,Workplace Safety,Compliance,2023-09-15,81.3,Certified
1654,1691,Data Visualization with BI Tools,Technical,2025-04-08,75.1,Certified
1655,1692,Machine Learning Operations,Technical,2023-06-30,77.5,In Progress
1656,1692,Workplace Safety,Compliance,2024-11-16,86.5,Certified
1657,1692,Effective Communication,Soft Skills,2025-02-24,83.9,Certified
1658,1692,Time Management,Soft Skills,2024-04-02,88.2,In Progress
1659,1693,Machine Learning Operations,Technical,2023-03-02,81.2,In Progress
1660,1693,Leading Through Change,Leadership,2024-11-21,81.9,Certified
1661,1693,Anti-Bribery & Compliance,Compliance,2023-04-01,89.7,Certified
1662,1693,Data Visualization with BI Tools,Technical,2025-03-20,88.4,Certified
1663,1693,Coaching for Managers,Leadership,2024-04-08,87.1,In Progress
1664,1694,Advanced System Design,Technical,2023-12-30,83.0,In Progress
1665,1695,HR Business Partnering,Leadership,2024-09-26,76.1,Certified
1666,1695,Presentation Mastery,Soft Skills,2025-04-05,88.1,In Progress
1667,1695,Effective Communication,Soft Skills,2025-03-26,74.7,In Progress
1668,1698,Effective Communication,Soft Skills,2023-10-06,87.1,Certified
1669,1698,HR Business Partnering,Leadership,2023-07-09,95.7,Certified
1670,1699,Leading Through Change,Leadership,2024-01-23,81.6,In Progress
1671,1699,Presentation Mastery,Soft Skills,2025-05-14,79.0,In Progress
1672,1700,Time Management,Soft Skills,2025-06-22,73.6,In Progress
1673,1700,Coaching for Managers,Leadership,2024-05-06,83.5,In Progress
1674,1700,Leading Through Change,Leadership,2023-03-27,86.1,Certified
1675,1701,Leading Through Change,Leadership,2023-09-05,81.3,Certified
1676,1701,Advanced System Design,Technical,2023-02-25,83.5,Certified
1677,1701,Coaching for Managers,Leadership,2025-02-18,76.9,In Progress
1678,1701,Data Privacy Essentials,Compliance,2023-05-01,77.7,Certified
1679,1702,Anti-Bribery & Compliance,Compliance,2025-05-07,90.2,Certified
1680,1702,Negotiation Skills,Soft Skills,2025-08-31,83.2,In Progress
1681,1703,Data Visualization with BI Tools,Technical,2023-06-18,76.0,Certified
1682,1703,Anti-Bribery & Compliance,Compliance,2025-08-31,94.4,Certified
1683,1703,Presentation Mastery,Soft Skills,2023-06-02,72.2,In Progress
1684,1703,Advanced System Design,Technical,2023-03-05,82.6,Certified
1685,1704,Time Management,Soft Skills,2024-03-18,88.2,Certified
1686,1704,Negotiation Skills,Soft Skills,2023-05-05,75.2,In Progress
1687,1704,Coaching for Managers,Leadership,2025-05-17,79.9,In Progress
1688,1704,Machine Learning Operations,Technical,2023-03-01,83.6,In Progress
1689,1704,Leading Through Change,Leadership,2023-05-03,80.6,Certified
1690,1705,Presentation Mastery,Soft Skills,2024-03-29,84.4,In Progress
1691,1705,Workplace Safety,Compliance,2024-08-31,72.7,Certified
1692,1707,HR Business Partnering,Leadership,2024-08-04,74.4,Certified
1693,1707,Coaching for Managers,Leadership,2024-07-16,89.2,Certified
1694,1707,Anti-Bribery & Compliance,Compliance,2023-10-05,78.6,In Progress
1695,1708,Presentation Mastery,Soft Skills,2023-01-19,91.4,Certified
1696,1708,Machine Learning Operations,Technical,2024-07-08,94.9,In Progress
1697,1708,Cloud Architecture Fundamentals,Technical,2025-05-19,69.4,In Progress
1698,1709,Data Privacy Essentials,Compliance,2025-03-07,80.6,Certified
1699,1709,Presentation Mastery,Soft Skills,2024-06-27,83.5,In Progress
1700,1709,Cloud Architecture Fundamentals,Technical,2024-07-04,89.2,In Progress
1701,1710,Cloud Architecture Fundamentals,Technical,2023-01-13,86.5,Certified
1702,1710,Anti-Bribery & Compliance,Compliance,2024-08-06,79.5,Certified
1703,1710,HR Business Partnering,Leadership,2023-09-21,81.3,Certified
1704,1711,Leading Through Change,Leadership,2023-01-17,79.2,Certified
1705,1711,Workplace Safety,Compliance,2024-01-29,99.0,Certified
1706,1712,Cloud Architecture Fundamentals,Technical,2023-03-09,99.0,Certified
1707,1712,Effective Communication,Soft Skills,2023-10-11,86.0,Certified
1708,1714,Data Privacy Essentials,Compliance,2025-08-28,75.3,Certified
1709,1715,Presentation Mastery,Soft Skills,2024-10-18,66.3,Not Certified
1710,1716,Machine Learning Operations,Technical,2025-03-22,92.5,In Progress
1711,1717,Workplace Safety,Compliance,2024-11-07,79.7,Certified
1712,1717,HR Business Partnering,Leadership,2024-01-18,77.8,Certified
1713,1718,Coaching for Managers,Leadership,2024-01-09,86.9,Certified
1714,1718,Negotiation Skills,Soft Skills,2024-06-08,84.9,Certified
1715,1718,Data Visualization with BI Tools,Technical,2025-04-06,80.2,In Progress
1716,1718,Anti-Bribery & Compliance,Compliance,2023-01-27,69.6,Not Certified
1717,1718,Data Privacy Essentials,Compliance,2023-11-08,80.6,Certified
1718,1719,HR Business Partnering,Leadership,2023-03-03,90.5,Certified
1719,1719,Presentation Mastery,Soft Skills,2023-12-03,83.5,Certified
1720,1721,Workplace Safety,Compliance,2025-06-05,70.0,Certified
1721,1721,HR Business Partnering,Leadership,2024-03-20,75.6,Certified
1722,1721,Cloud Architecture Fundamentals,Technical,2023-01-22,61.0,Not Certified
1723,1721,Anti-Bribery & Compliance,Compliance,2025-09-07,71.0,In Progress
1724,1722,Negotiation Skills,Soft Skills,2025-07-02,71.2,Certified
1725,1722,Coaching for Managers,Leadership,2024-03-15,88.4,Certified
1726,1722,Data Privacy Essentials,Compliance,2025-06-10,80.4,In Progress
1727,1723,Machine Learning Operations,Technical,2023-06-17,82.7,Certified
1728,1723,Presentation Mastery,Soft Skills,2024-02-24,69.9,Not Certified
1729,1723,Anti-Bribery & Compliance,Compliance,2023-12-17,88.9,Certified
1730,1725,Effective Communication,Soft Skills,2023-10-14,76.2,Certified
1731,1725,Leading Through Change,Leadership,2024-05-11,83.2,In Progress
1732,1725,Data Privacy Essentials,Compliance,2024-12-19,82.0,Certified
1733,1726,HR Business Partnering,Leadership,2024-01-10,84.7,Certified
1734,1726,Advanced System Design,Technical,2025-02-03,82.6,Certified
1735,1727,Presentation Mastery,Soft Skills,2023-07-02,76.1,In Progress
1736,1727,Coaching for Managers,Leadership,2024-12-03,90.4,Certified
1737,1727,Machine Learning Operations,Technical,2024-03-05,79.5,In Progress
1738,1727,Anti-Bribery & Compliance,Compliance,2024-10-22,88.3,Certified
1739,1728,Workplace Safety,Compliance,2023-03-19,86.6,Certified
1740,1728,HR Business Partnering,Leadership,2023-03-26,79.9,Certified
1741,1728,Presentation Mastery,Soft Skills,2023-08-26,97.9,In Progress
1742,1728,Leading Through Change,Leadership,2023-09-26,83.0,Certified
1743,1728,Data Privacy Essentials,Compliance,2024-03-29,95.8,Certified
1744,1729,Anti-Bribery & Compliance,Compliance,2024-08-14,75.7,Certified
1745,1729,Effective Communication,Soft Skills,2024-06-02,77.8,In Progress
1746,1729,Presentation Mastery,Soft Skills,2023-08-29,93.3,Certified
1747,1729,Advanced System Design,Technical,2023-09-28,72.2,Certified
1748,1729,Data Privacy Essentials,Compliance,2024-12-11,73.1,Certified
1749,1730,Data Privacy Essentials,Compliance,2023-05-01,82.8,Certified
1750,1731,Negotiation Skills,Soft Skills,2024-05-03,78.6,Certified
1751,1732,HR Business Partnering,Leadership,2023-08-04,98.8,Certified
1752,1732,Time Management,Soft Skills,2024-01-13,94.2,Certified
1753,1733,Data Visualization with BI Tools,Technical,2024-09-16,75.9,Certified
1754,1733,Cloud Architecture Fundamentals,Technical,2023-09-06,89.2,In Progress
1755,1733,Presentation Mastery,Soft Skills,2025-04-15,87.2,Certified
1756,1733,Anti-Bribery & Compliance,Compliance,2023-06-03,86.7,Certified
1757,1734,Effective Communication,Soft Skills,2023-04-09,80.9,Certified
1758,1734,Data Visualization with BI Tools,Technical,2024-08-05,88.0,Certified
1759,1734,Cloud Architecture Fundamentals,Technical,2023-11-30,74.3,In Progress
1760,1735,Cloud Architecture Fundamentals,Technical,2024-01-18,92.7,Certified
1761,1735,Data Privacy Essentials,Compliance,2025-05-27,90.3,Certified
1762,1735,Advanced System Design,Technical,2025-02-28,83.0,Certified
1763,1735,Anti-Bribery & Compliance,Compliance,2025-03-11,77.5,Certified
1764,1735,Data Visualization with BI Tools,Technical,2024-09-19,90.6,Certified
1765,1736,Advanced System Design,Technical,2025-01-22,86.2,Certified
1766,1736,Anti-Bribery & Compliance,Compliance,2024-06-18,88.6,Certified
1767,1736,Negotiation Skills,Soft Skills,2025-06-07,77.3,Certified
1768,1736,Data Privacy Essentials,Compliance,2023-01-24,83.8,In Progress
1769,1737,Time Management,Soft Skills,2025-01-11,75.9,In Progress
1770,1737,Cloud Architecture Fundamentals,Technical,2024-01-25,89.3,Certified
1771,1737,Negotiation Skills,Soft Skills,2024-07-05,84.8,Certified
1772,1737,Effective Communication,Soft Skills,2025-04-26,82.3,Certified
1773,1738,Coaching for Managers,Leadership,2024-04-16,92.9,In Progress
1774,1738,Cloud Architecture Fundamentals,Technical,2025-05-19,77.4,Certified
1775,1738,Data Visualization with BI Tools,Technical,2025-05-20,85.3,Certified
1776,1740,Anti-Bribery & Compliance,Compliance,2025-03-05,82.4,Certified
1777,1741,HR Business Partnering,Leadership,2025-08-17,83.6,Certified
1778,1742,Anti-Bribery & Compliance,Compliance,2023-08-05,67.0,In Progress
1779,1742,Leading Through Change,Leadership,2024-08-27,81.7,In Progress
1780,1742,Coaching for Managers,Leadership,2023-01-09,78.5,In Progress
1781,1742,Data Privacy Essentials,Compliance,2023-09-12,66.3,In Progress
1782,1742,Negotiation Skills,Soft Skills,2024-07-06,79.5,Certified
1783,1743,Data Privacy Essentials,Compliance,2025-03-31,74.2,In Progress
1784,1743,Effective Communication,Soft Skills,2024-04-08,70.6,Certified
1785,1743,Machine Learning Operations,Technical,2025-02-16,79.1,Certified
1786,1743,Cloud Architecture Fundamentals,Technical,2025-03-22,75.0,In Progress
1787,1743,Negotiation Skills,Soft Skills,2023-12-07,82.4,Certified
1788,1744,Negotiation Skills,Soft Skills,2025-08-07,75.7,Certified
1789,1745,Cloud Architecture Fundamentals,Technical,2025-03-14,99.0,Certified
1790,1745,Presentation Mastery,Soft Skills,2025-03-01,83.6,Certified
1791,1746,HR Business Partnering,Leadership,2023-05-05,79.3,In Progress
1792,1746,Negotiation Skills,Soft Skills,2024-06-14,99.0,Certified
1793,1749,Coaching for Managers,Leadership,2024-09-11,72.2,Certified
1794,1749,Advanced System Design,Technical,2023-12-15,86.4,Certified
1795,1749,Effective Communication,Soft Skills,2024-06-15,99.0,Certified
1796,1750,Workplace Safety,Compliance,2023-05-30,90.8,In Progress
1797,1750,Cloud Architecture Fundamentals,Technical,2023-01-16,91.5,In Progress
1798,1750,Machine Learning Operations,Technical,2024-12-11,80.5,Certified
1799,1751,Data Privacy Essentials,Compliance,2025-02-07,75.5,Certified
1800,1753,Data Visualization with BI Tools,Technical,2024-01-04,88.7,Certified
1801,1753,Negotiation Skills,Soft Skills,2025-07-23,76.9,In Progress
1802,1754,Negotiation Skills,Soft Skills,2024-12-04,87.0,Certified
1803,1755,Workplace Safety,Compliance,2024-11-24,86.5,Certified
1804,1755,HR Business Partnering,Leadership,2025-02-19,87.4,In Progress
1805,1755,Machine Learning Operations,Technical,2024-04-16,85.0,Certified
1806,1757,Cloud Architecture Fundamentals,Technical,2023-01-27,82.6,In Progress
1807,1757,Data Visualization with BI Tools,Technical,2024-06-03,82.7,Certified
1808,1757,Effective Communication,Soft Skills,2024-07-25,99.0,Certified
1809,1758,HR Business Partnering,Leadership,2025-03-09,85.8,Certified
1810,1758,Presentation Mastery,Soft Skills,2025-05-10,96.6,Certified
1811,1758,Time Management,Soft Skills,2024-05-22,84.7,In Progress
1812,1759,Data Visualization with BI Tools,Technical,2024-12-01,90.1,Certified
1813,1759,Data Privacy Essentials,Compliance,2023-08-27,84.4,Certified
1814,1759,Presentation Mastery,Soft Skills,2024-12-16,80.7,Certified
1815,1759,Machine Learning Operations,Technical,2024-08-06,82.8,In Progress
1816,1760,Leading Through Change,Leadership,2023-05-01,95.7,Certified
1817,1760,Time Management,Soft Skills,2023-03-09,72.4,Certified
1818,1760,Coaching for Managers,Leadership,2023-10-13,78.5,In Progress
1819,1760,Data Privacy Essentials,Compliance,2023-04-18,71.5,Certified
1820,1760,HR Business Partnering,Leadership,2023-06-13,84.5,Certified
1821,1761,Leading Through Change,Leadership,2024-12-03,77.7,Certified
1822,1761,Workplace Safety,Compliance,2023-04-20,85.6,Certified
1823,1761,Effective Communication,Soft Skills,2024-04-03,88.2,Certified
1824,1761,Anti-Bribery & Compliance,Compliance,2023-11-12,88.9,Certified
1825,1761,HR Business Partnering,Leadership,2024-05-20,84.6,Certified
1826,1762,Data Privacy Essentials,Compliance,2024-06-29,87.4,Certified
1827,1762,Presentation Mastery,Soft Skills,2024-02-29,76.0,Certified
1828,1762,Time Management,Soft Skills,2023-01-25,95.3,Certified
1829,1762,Machine Learning Operations,Technical,2023-05-14,84.5,Certified
1830,1763,Cloud Architecture Fundamentals,Technical,2023-01-10,78.9,Certified
1831,1763,Coaching for Managers,Leadership,2023-01-20,76.9,Certified
1832,1763,Machine Learning Operations,Technical,2024-04-15,79.4,Certified
1833,1763,Data Privacy Essentials,Compliance,2023-03-07,69.7,In Progress
1834,1764,Presentation Mastery,Soft Skills,2023-06-09,72.9,Certified
1835,1765,Negotiation Skills,Soft Skills,2025-09-04,87.5,In Progress
1836,1768,Data Privacy Essentials,Compliance,2023-01-06,82.6,Certified
1837,1768,Machine Learning Operations,Technical,2024-02-02,97.9,Certified
1838,1768,Workplace Safety,Compliance,2023-03-26,90.1,In Progress
1839,1769,Data Visualization with BI Tools,Technical,2023-02-07,65.0,Not Certified
1840,1769,Coaching for Managers,Leadership,2024-01-09,82.5,Certified
1841,1769,Advanced System Design,Technical,2024-03-20,94.1,Certified
1842,1769,Anti-Bribery & Compliance,Compliance,2024-12-07,85.8,Certified
1843,1770,Leading Through Change,Leadership,2025-09-04,89.4,Certified
1844,1770,Data Visualization with BI Tools,Technical,2024-12-28,80.1,In Progress
1845,1770,Time Management,Soft Skills,2023-02-06,83.6,Certified
1846,1771,Presentation Mastery,Soft Skills,2024-01-22,85.9,Certified
1847,1771,Workplace Safety,Compliance,2025-06-18,90.5,Certified
1848,1772,Negotiation Skills,Soft Skills,2023-07-31,78.5,Certified
1849,1772,Machine Learning Operations,Technical,2024-03-29,82.7,In Progress
1850,1772,Effective Communication,Soft Skills,2023-02-26,86.1,Certified
1851,1772,Leading Through Change,Leadership,2023-10-28,94.3,Certified
1852,1773,Anti-Bribery & Compliance,Compliance,2024-08-03,68.0,In Progress
1853,1773,HR Business Partnering,Leadership,2023-09-02,76.4,Certified
1854,1773,Machine Learning Operations,Technical,2024-07-30,75.9,Certified
1855,1773,Negotiation Skills,Soft Skills,2024-11-07,95.6,Certified
1856,1773,Data Visualization with BI Tools,Technical,2024-05-07,86.4,Certified
1857,1774,Data Visualization with BI Tools,Technical,2024-12-20,73.6,Certified
1858,1776,HR Business Partnering,Leadership,2024-05-14,75.5,In Progress
1859,1776,Machine Learning Operations,Technical,2024-03-16,79.7,Certified
1860,1776,Coaching for Managers,Leadership,2024-10-25,84.7,Certified
1861,1776,Cloud Architecture Fundamentals,Technical,2025-09-15,87.8,Certified
1862,1777,Advanced System Design,Technical,2025-06-07,87.5,Certified
1863,1777,Data Visualization with BI Tools,Technical,2024-02-02,87.2,Certified
1864,1777,Workplace Safety,Compliance,2024-10-20,74.0,Certified
1865,1777,HR Business Partnering,Leadership,2025-02-20,83.9,Certified
1866,1778,Workplace Safety,Compliance,2023-06-23,85.1,Certified
1867,1778,Advanced System Design,Technical,2023-04-18,89.8,Certified
1868,1778,Cloud Architecture Fundamentals,Technical,2024-02-20,82.1,Certified
1869,1779,Presentation Mastery,Soft Skills,2024-04-12,90.1,Certified
1870,1779,Workplace Safety,Compliance,2023-05-03,71.1,Certified
1871,1779,Machine Learning Operations,Technical,2024-02-04,93.5,Certified
1872,1780,Anti-Bribery & Compliance,Compliance,2023-10-15,75.6,Certified
1873,1780,Presentation Mastery,Soft Skills,2024-11-08,68.5,Not Certified
1874,1780,Negotiation Skills,Soft Skills,2024-11-20,91.7,Certified
1875,1780,Leading Through Change,Leadership,2023-07-20,75.7,Certified
1876,1781,Negotiation Skills,Soft Skills,2024-07-04,74.7,In Progress
1877,1781,Coaching for Managers,Leadership,2025-03-14,93.8,In Progress
1878,1781,Leading Through Change,Leadership,2023-01-11,70.9,Certified
1879,1782,Advanced System Design,Technical,2023-03-24,81.1,In Progress
1880,1783,Presentation Mastery,Soft Skills,2023-08-21,99.0,Certified
1881,1783,Data Visualization with BI Tools,Technical,2023-04-01,80.3,Certified
1882,1783,Coaching for Managers,Leadership,2023-10-26,89.6,Certified
1883,1783,Negotiation Skills,Soft Skills,2023-04-28,84.8,In Progress
1884,1784,Workplace Safety,Compliance,2023-08-12,69.5,In Progress
1885,1784,Anti-Bribery & Compliance,Compliance,2023-12-30,88.2,Certified
1886,1784,HR Business Partnering,Leadership,2025-09-07,84.6,Certified
1887,1786,Advanced System Design,Technical,2025-01-06,70.2,In Progress
1888,1786,Presentation Mastery,Soft Skills,2023-11-09,69.7,In Progress
1889,1786,Cloud Architecture Fundamentals,Technical,2025-07-22,60.8,In Progress
1890,1787,Cloud Architecture Fundamentals,Technical,2023-07-28,86.0,Certified
1891,1787,Time Management,Soft Skills,2024-08-02,79.0,Certified
1892,1787,Anti-Bribery & Compliance,Compliance,2023-09-25,83.8,Certified
1893,1787,Presentation Mastery,Soft Skills,2023-09-28,76.9,Certified
1894,1787,Workplace Safety,Compliance,2024-11-11,92.3,In Progress
1895,1788,Advanced System Design,Technical,2024-03-26,85.1,Certified
1896,1789,Anti-Bribery & Compliance,Compliance,2025-03-14,86.3,Certified
1897,1790,Cloud Architecture Fundamentals,Technical,2024-11-07,77.3,Certified
1898,1790,Presentation Mastery,Soft Skills,2023-07-12,87.5,Certified
1899,1792,Machine Learning Operations,Technical,2024-07-13,77.1,Certified
1900,1794,HR Business Partnering,Leadership,2023-09-30,83.6,Certified
1901,1794,Machine Learning Operations,Technical,2025-09-27,80.4,Certified
1902,1794,Anti-Bribery & Compliance,Compliance,2024-09-20,78.8,In Progress
1903,1796,HR Business Partnering,Leadership,2023-08-05,85.9,Certified
1904,1796,Data Privacy Essentials,Compliance,2024-09-25,85.4,In Progress
1905,1796,Cloud Architecture Fundamentals,Technical,2025-03-31,79.5,Certified
1906,1796,Time Management,Soft Skills,2024-10-29,79.3,In Progress
1907,1797,Leading Through Change,Leadership,2023-10-19,83.9,In Progress
1908,1797,Coaching for Managers,Leadership,2023-10-12,84.1,In Progress
1909,1797,Machine Learning Operations,Technical,2024-01-21,79.2,In Progress
1910,1798,Data Privacy Essentials,Compliance,2024-01-27,67.0,In Progress
1911,1799,Advanced System Design,Technical,2025-02-01,65.0,Not Certified
1912,1800,Negotiation Skills,Soft Skills,2023-12-31,75.9,Certified
1913,1800,HR Business Partnering,Leadership,2024-06-10,80.6,Certified
1914,1800,Data Visualization with BI Tools,Technical,2023-05-03,82.3,In Progress
1915,1802,Negotiation Skills,Soft Skills,2024-06-25,82.4,Certified
1916,1802,Leading Through Change,Leadership,2023-11-27,78.2,Certified
1917,1803,Cloud Architecture Fundamentals,Technical,2023-12-12,89.2,In Progress
1918,1803,Advanced System Design,Technical,2024-07-03,98.8,Certified
1919,1803,Data Visualization with BI Tools,Technical,2025-03-08,82.3,Certified
1920,1804,Data Privacy Essentials,Compliance,2025-05-20,77.9,Certified
1921,1804,Data Visualization with BI Tools,Technical,2024-05-15,85.4,In Progress
1922,1805,Advanced System Design,Technical,2025-04-11,78.0,Certified
1923,1807,Data Privacy Essentials,Compliance,2024-04-20,88.7,In Progress
1924,1807,HR Business Partnering,Leadership,2024-08-29,87.2,In Progress
1925,1807,Advanced System Design,Technical,2024-08-18,89.7,Certified
1926,1808,Machine Learning Operations,Technical,2025-05-14,91.5,Certified
1927,1808,Effective Communication,Soft Skills,2023-02-05,78.3,In Progress
1928,1808,Advanced System Design,Technical,2025-09-28,82.2,Certified
1929,1808,Leading Through Change,Leadership,2023-12-23,60.7,In Progress
1930,1809,HR Business Partnering,Leadership,2023-09-11,84.0,Certified
1931,1809,Advanced System Design,Technical,2023-08-01,67.7,In Progress
1932,1809,Coaching for Managers,Leadership,2023-09-09,81.1,Certified
1933,1809,Workplace Safety,Compliance,2025-02-01,91.1,Certified
1934,1809,Machine Learning Operations,Technical,2024-02-28,90.2,Certified
1935,1810,Workplace Safety,Compliance,2024-07-30,74.8,Certified
1936,1810,Leading Through Change,Leadership,2023-07-04,76.8,In Progress
1937,1811,Data Visualization with BI Tools,Technical,2025-08-28,77.2,Certified
1938,1811,Cloud Architecture Fundamentals,Technical,2024-05-15,82.7,Certified
1939,1811,Effective Communication,Soft Skills,2024-08-07,82.2,Certified
1940,1812,Advanced System Design,Technical,2025-02-22,76.8,In Progress
1941,1812,Leading Through Change,Leadership,2025-08-04,75.7,Certified
1942,1812,Coaching for Managers,Leadership,2023-03-06,95.1,Certified
1943,1813,HR Business Partnering,Leadership,2023-06-03,88.3,Certified
1944,1813,Data Visualization with BI Tools,Technical,2024-01-29,77.0,In Progress
1945,1813,Advanced System Design,Technical,2023-02-04,85.7,In Progress
1946,1814,Time Management,Soft Skills,2024-04-27,72.7,Certified
1947,1814,Effective Communication,Soft Skills,2023-07-10,83.2,Certified
